Year_of_last_filed_report,NPRI_Site_ID,Company_Name,Facility_Name,Address_line_1,Address_line_2,City,Province,Postal_Code,Key_Industrial_Sector,Datum,Latitude,Longitude,PRV_WSHD_I,NHN_TWS_ID
2021,30086,Whitecap Resources Inc.,Wapiti 04-14-067-08W6 MWB,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,54.79412,-119.11426,AB-18020304,07GC
2018,30087,Whitecap Resources Inc.,WCP 16-11-050-10W5M MWB,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.306862,-115.345377,AB-17030101,07BA
2021,30088,Whitecap Resources Inc.,Willesden Green 13-02-044-08W5 MWB,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,52.763849,-115.052913,AB-11010201,05DC
2018,30089,Whitecap Resources Inc.,WHITECAP 16-27-30-24W3 MWB,,,SK GHG AGGREGATE,SK,,Conventional Oil and Gas extraction,WGS84,51.604065,-109.288391,NA,05GB
2018,30090,Whitecap Resources Inc.,Whitecap 4-21-48-4W5 MWB,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.155937,-114.525689,AB-11020103,05DE
2021,30091,Ridgeback Resources Inc.,LTS Viewfield MWOB 13-28-8-10W2,,,Stoughton,SK,,Conventional Oil and Gas extraction,WGS84,49.68068,-103.31292,NA,05ND
2018,30092,Ridgeback Resources Inc.,RBR KAYB 14-31-063-18W5 MWOB,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.49971,-116.713781,AB-18020702,07GG
2021,30093,Ridgeback Resources Inc.,RBR KAYB 15-30-063-18W5 MWOB,,,County of Greenview No. 16,AB,,Conventional Oil and Gas extraction,WGS84,54.485259,-116.707553,AB-18020702,07GG
2019,30094,Ridgeback Resources Inc.,BXE 13-29-048-11W5 Proration Bty,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.176068,-115.583042,AB-17030102,07BA
2018,30095,Ridgeback Resources Inc.,CLAR 101/09-32-007-05W2 (4A9-31) SWB,,,NA,SK,,Conventional Oil and Gas extraction,WGS84,49.604477,-102.64145,NA,05NC
2021,30096,Ridgeback Resources Inc.,PBN MWB 02/13-28-046-05W5,,,Innes,AB,,Conventional Oil and Gas extraction,WGS84,53.001954,-114.675276,AB-11020103,05DE
2018,30097,Ridgeback Resources Inc.,RBR HAND 101/13-18-010-07W2 SWB,,,NA,SK,,Conventional Oil and Gas extraction,WGS84,49.826563,-102.951932,NA,05NC
2020,30098,Ridgeback Resources Inc.,RBR MOOS 101/02-02-011-06W2 SWB,,,,SK,,Conventional Oil and Gas extraction,WGS84,49.874058,-102.719819,NA,05NC
2018,30099,Ridgeback Resources Inc.,RBR MOOS 101/06-10-011-06W2 SWB,,,NA,SK,,Conventional Oil and Gas extraction,WGS84,49.892359,-102.748014,NA,05NC
2020,30100,Ridgeback Resources Inc.,RBR MOOS 101/06-11-011-06W2 SWB,,,,SK,,Conventional Oil and Gas extraction,WGS84,49.892374,-102.725014,NA,05NC
2018,30101,Ridgeback Resources Inc.,RBR MOOS 101/14-12-011-06W2 SWB,,,NA,SK,,Conventional Oil and Gas extraction,WGS84,49.899471,-102.70252,NA,05NC
2021,30102,Bonavista Energy Corporation,FERRIER 16-05-041-06W5 SWB,,,WG 10-34,AB,,Conventional Oil and Gas extraction,WGS84,52.501412,-114.829067,AB-08010302,05CC
2018,30103,Bonavista Energy Corporation,KAYBOB 12-15-060-20 PAD MWB,,,KAYBOB,AB,,Conventional Oil and Gas extraction,WGS84,54.1902,-116.92155,AB-17010501,07AE
2018,30104,Bonavista Energy Corporation,KAYBOB 12-22-60 PAD,,,KAYBOB,AB,,Conventional Oil and Gas extraction,WGS84,54.20466,-116.92155,AB-17010501,07AE
2021,30105,Bonavista Energy Corporation,Pine Creek 2-16-56-17W5,,,PINE CREEK,AB,,Conventional Oil and Gas extraction,WGS84,53.82998,-116.46359,AB-17020204,07AG
2019,30106,Bonavista Energy Corporation,WLLGR 10-05-041-05W5 SWB,,,WG 6-22,AB,,Conventional Oil and Gas extraction,WGS84,52.503185,-114.682356,AB-08010302,05CC
2018,30107,Murphy Oil Company Ltd.,MURPHY KAYBOB WEST 11-14-062-20W5,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.355939,-116.901288,AB-18020701,07GG
2021,30108,Murphy Oil Company Ltd,KAYBOB W 16-18 PAD GROUP BTY,,,Kaybob West,AB,,Conventional Oil and Gas extraction,WGS84,54.63027,-117.00345,AB-18020702,07GG
2020,30109,Murphy Oil Company Ltd,MURPHY KAYBOB EAST 01-05-065-18,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.589978,-116.66995,AB-18020702,07GG
2021,30110,Murphy Oil Company Ltd,MURPHY KAYBOB EAST 01-27,,,Kaybob East,AB,,Conventional Oil and Gas extraction,WGS84,54.56124,-116.62538,AB-18020702,07GG
2018,30111,Murphy Oil Company Ltd.,MURPHY KAYBOB EAST 03-22,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.5466,-116.63783,AB-18020702,07GG
2018,30112,Murphy Oil Company Ltd.,MURPHY SIMON 00/16-36-063-25W5/02,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.51751,-117.63355,AB-18020602,07GF
2018,30113,Whitecap Resources Inc.,AMOCO GARRINGTON 11-17-34-3,,,,AB,,Conventional Oil and Gas extraction,WGS84,51.92036,-114.39332,AB-08010203,05CB
2021,30114,Perpetual Energy Inc.,PEOC MANNVILLE 01-26-050-10W4,,,na,AB,,Conventional Oil and Gas extraction,WGS84,53.33785,-111.34866,AB-11040203,05EE
2018,30115,Perpetual Energy Inc.,PEOC MANNVILLE 11-33-50-9 PRORATION,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.357592,-111.260276,AB-11040203,05EE
2021,30116,Perpetual Energy Inc.,PEOC MANNVILLE 16-32-50-9 PRORATION,,,na,AB,,Conventional Oil and Gas extraction,WGS84,53.357686,-111.272672,AB-11040201,05EE
2021,30117,Perpetual Energy Inc.,PEOC MANNVILLE 3-33-50-8,,,na,AB,,Conventional Oil and Gas extraction,WGS84,53.351087,-111.11581,AB-11040201,05EE
2021,30118,Perpetual Energy Inc.,PEOC Mannville 5-26-50-9W4,,,na,AB,,Conventional Oil and Gas extraction,WGS84,53.343153,-111.223712,AB-11040203,05EE
2018,30119,Perpetual Energy Inc.,PEOC MANNVILLE 8-22-50-9W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.328559,-111.236102,AB-11040203,05EE
2021,30120,Petrus Resources Ltd.,PEMBINA 16-36-48-2W5,,,Leduc County,AB,,Conventional Oil and Gas extraction,WGS84,53.190426,-114.15128,AB-11020202,05DF
2019,30121,Petrus Resources Ltd.,PETRUS FERRIER 13-17 PAD MWB,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.36104,-115.12513,AB-11010201,05DC
2019,30122,Ridgeback Resources Inc.,LTS 2-11-47-2W5 MWOB,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.033908,-114.181573,AB-09010101,05FA
2021,30123,IPC Canada Ltd.,Alderson 1 Gas Battery 09-20-014-08W4,,,na,AB,,Conventional Oil and Gas extraction,WGS84,50.188248,-111.053862,AB-04030301,05AK
2021,30124,IPC Canada Ltd.,Alderson System 2 Booster 13-24-014-09W4,,,na,AB,,Conventional Oil and Gas extraction,WGS84,50.19186,-111.11653,AB-04030301,05AK
2021,30125,IPC Canada Ltd.,IPC Compressor Station B1 16-15-020-05W4,,,na,AB,,Conventional Oil and Gas extraction,WGS84,50.701438,-110.608002,AB-04030301,05AK
2021,30126,IPC Canada Ltd.,Easy Coulee North Oil Battery 04-02,,,na,AB,,Conventional Oil and Gas extraction,WGS84,50.66138,-110.87891,AB-04030301,05AK
2018,30127,Devon Canada Corporation,Lloyd 01-32-48-05 W4M PAD,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.183231,-110.699965,AB-09030103,05FE
2018,30128,Devon Canada Corporation,LLOYD 15-20-48-5 MWCB,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.15944,-110.6965,AB-09030103,05FE
2018,30129,Devon Canada Corporation,RIVERCRS 10-11-47-1W4 CRUDE OIL SWB,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.03941,-110.03832,AB-09030104,05FE
2018,30130,Devon Canada Corporation,WILDMERE 6-36-48-6 SWB,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.18131,-110.75127,AB-09030103,05FE
2018,30131,Devon Canada Corporation,DEVON 104/4-30-048-4W4/00 OIL SWB,,,LLOYDMINSTER HEAVY OIL,AB,,Conventional Oil and Gas extraction,WGS84,53.165247,-110.59023,AB-09030103,05FE
2018,30132,Devon Canada Corporation,DEVON FROG LAKE 1-12-55-2 SWB,,,FROG LAKE,AB,,Conventional Oil and Gas extraction,WGS84,53.73101,-110.15658,AB-11040301,05EF
2018,30133,Devon Canada Corporation,DEVON NEC 2B VERMIL 2-26-50-6,,,LLOYDMINSTER HEAVY OIL,AB,,Conventional Oil and Gas extraction,WGS84,53.33614,-110.773216,AB-09030103,05FE
2018,30134,Devon Canada Corporation,LLOYD  01-06-053-04 SWB,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.54242,-110.57315,AB-11040204,05EE
2018,30135,Devon Canada Corporation,LLOYD 01-19-051-04W4 MWB,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.41138,-110.57315,AB-11040204,05EE
2018,30136,Devon Canada Corporation,LLOYD 04-13-048-06W4 CRUDE SWB,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.135205,-110.759575,AB-09030103,05FE
2018,30137,Devon Canada Corporation,LLOYD 04-29-051-04W4 CRUDE MWB,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.431673,-110.558925,AB-11040204,05EE
2018,30138,Devon Canada Corporation,LLOYD 05-05-53-4  SWB PAD,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.54603,-110.56678,AB-11040204,05EE
2018,30139,Devon Canada Corporation,LLOYD RVRCRSE 16-15-47-1 MW BTTY,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.05767,-110.05668,AB-09030104,05FE
2021,30140,HARVEST OPERATIONS CORP.,CAMBERLY WILLGR BTY 12-16,,,na,AB,,Conventional Oil and Gas extraction,WGS84,52.44475,-114.66932,AB-08010302,05CC
2021,30141,HARVEST OPERATIONS CORP.,Harvest Wildmere 02-29-048-05W4,,,na,AB,,Conventional Oil and Gas extraction,WGS84,53.163392,-110.696979,AB-09030103,05FE
2021,30142,HARVEST OPERATIONS CORP.,Lloydminster 05-05-049-02W4 Battery,,,na,AB,,Conventional Oil and Gas extraction,WGS84,53.196264,-110.270347,AB-09030101,05FE
2018,30143,HARVEST OPERATIONS CORP.,RENAISSANCE HAYTER 10-20,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.54475,-110.1092,AB-07010109,05GA
2018,30144,HARVEST OPERATIONS CORP.,Wildmere 04-28-048-05W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.163381,-110.68465,AB-09030103,05FE
2018,30146,HARVEST OPERATIONS CORP.,HARVEST 14-34-36-02W5 GAS BATTERY,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.14257,-114.207028,AB-08010302,05CC
2021,30148,AltaGas Ltd.,North Pine Liquid Separation,,,N/A,BC,,Conventional Oil and Gas extraction,WGS84,56.57189,-121.13751,BC_98,07FC
2018,30151,Lynx Energy ULC,Cavalier 11-19 booster,,,,AB,,Conventional Oil and Gas extraction,WGS84,51.06145,-113.06618,AB-04020903,05BM
2018,30152,Lynx Energy ULC,Cavalier 05-11 booster,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.94143,-113.11853,AB-04020903,05BM
2021,30153,Lynx Energy ULC,CHIGWELL - 01-25-041-25W4,,,na,AB,,Conventional Oil and Gas extraction,WGS84,52.55385,-117.45825,AB-17010105,07AA
2018,30154,Lynx Energy ULC,HCFT 16-08 booster,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.94865,-112.89181,AB-04020903,05BM
2018,30155,Lynx Energy ULC,HCFT 07-32 booster,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.9124,-112.73683,AB-04020903,05BM
2018,30156,Lynx Energy ULC,HCFT 08-20 booster,,,,AB,,Conventional Oil and Gas extraction,WGS84,51.05787,-113.0313,AB-04020903,05BM
2018,30157,Lynx Energy ULC,HCFT 13-25 booster,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.99238,-112.95575,AB-04020903,05BM
2018,30158,Lynx Energy ULC,HCFT 15-15 booster,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.87601,-112.69034,AB-04020903,05BM
2018,30159,Lynx Energy ULC,HCFT 16-20 booster,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.97779,-112.75204,AB-04020903,05BM
2018,30160,Lynx Energy ULC,HCFT 16-10 booster,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.9487,-112.98477,AB-04020903,05BM
2018,30161,Lynx Energy ULC,Rockyford 12-11 booster,,,,AB,,Conventional Oil and Gas extraction,WGS84,51.11967,-113.11851,AB-04020903,05BM
2018,30162,Lynx Energy ULC,Rockyford 05-17 booster,,,,AB,,Conventional Oil and Gas extraction,WGS84,51.13051,-113.04879,AB-04020903,05BM
2018,30163,Lynx Energy ULC,Severn 15-35 booster,,,,AB,,Conventional Oil and Gas extraction,WGS84,51.18153,-112.96736,AB-08020205,05CE
2018,30164,Lynx Energy ULC,Severn 09-28 booster,,,,AB,,Conventional Oil and Gas extraction,WGS84,51.16339,-113.00815,AB-08020205,05CE
2018,30165,ARC Resources,Ante Creek Oil MWB 02-02-066-25W5,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.677988,-117.66602,AB-18020601,07GF
2018,30166,ARC Resources,Ante Creek Oil MWB 04-18-068-24W5,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.881474,-117.658828,AB-18020601,07GF
2019,30177,Apogee Petroleum Inc.,ABBT0126028 (Tank),501 - 805 8th Avenue Southwest,,CALGARY,AB,T2P1H7,Conventional Oil and Gas extraction,WGS84,51.62146,-112.45138,AB-08020204,05CE
2018,30178,AlphaBow Energy Ltd.,PINNACLE PROVOST 4-16,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.43574,-111.68033,AB-09020202,05FB
2021,30179,Spartan Delta Corp.,Karr Oil MWB 06-10-062-02W6,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,54.521526,-118.217361,AB-18020603,07GF
2021,30180,Spartan Delta Corp.,Pouce Coupe Oil MWB 01-32-078-10W6,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,55.797757,-119.503284,AB-18010202,07FD
2021,30181,Mancal Energy Inc.,Velvet Pembina Comp Stn 13-18-049-12W5,,,Pembina,SK,,Conventional Oil and Gas extraction,WGS84,49.680996,-103.313199,NA,05ND
2018,30182,Velvet Energy Ltd.,Zeta Creek Comp Stn 04-07-049-12W5,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.208752,-115.753692,AB-17030101,07BA
2021,30183,Inplay Oil Corp.,Orion Pembina 8-8-47-9W5,,,Pembina,AB,,Conventional Oil and Gas extraction,WGS84,53.03778,-115.27246,AB-11020101,05DE
2018,30184,ARC Resources,ABBT6850026,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.070523,-114.961704,AB-11020101,05DE
2018,30185,ARC Resources,ABBT6850080,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.08153,-114.986071,AB-11020101,05DE
2018,30186,ARC Resources,ABBT6850351,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.208748,-114.864078,AB-11020101,05DE
2018,30187,ARC Resources,ABBT6850352,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.270586,-115.052989,AB-11020101,05DE
2021,30188,Ricochet Oil Corp.,ABBT6850422 (Tank),,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,53.27057,-114.91283,AB-11020101,05DE
2019,30189,Torxen Energy Ltd.,ABBT0149507,,,,AB,,Conventional Oil and Gas extraction,WGS84,51.11247,-112.752221,AB-04020903,05BM
2021,30190,Torxen Energy Ltd.,Rosemary Oil MWB 05-10-022-16W4,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,50.854091,-112.148332,AB-08030202,05CJ
2021,30192,Torxen Energy Ltd.,ABBT0092663,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,51.145152,-112.653165,AB-04020903,05BM
2021,30193,Torxen Energy Ltd.,ABBT0120817,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,50.664913,-111.934897,AB-08030203,05CJ
2021,30194,Torxen Energy Ltd.,ABBT0134644,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,50.242474,-111.525401,AB-04021302,05BN
2018,30195,Torxen Energy Ltd.,Bantry Oil Battery 07-29-016-13W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.373915,-111.754461,AB-04021302,05BN
2019,30196,Torxen Energy Ltd.,Alderson Oil Battery 08-10-015-14W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.242673,-111.840476,AB-04021302,05BN
2021,30197,Torxen Energy Ltd.,ABBT0151031,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,51.290564,-112.726924,AB-08020205,05CE
2021,30198,Torxen Energy Ltd.,ABBT0119361,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,50.519251,-111.382204,AB-04021302,05BN
2019,30199,Torxen Energy Ltd.,ABBT0119554,,,,AB,,Conventional Oil and Gas extraction,WGS84,51.130721,-112.77543,AB-04020903,05BM
2018,30200,Torxen Energy Ltd.,Alderson Oil Battery 08-22-015-13W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.271769,-111.702983,AB-04021302,05BN
2019,30201,Torxen Energy Ltd.,ABBT0124445,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.406515,-111.817498,AB-04021302,05BN
2018,30202,Torxen Energy Ltd.,Alderson West Oil Battery 09-05-015-14W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.231858,-111.886391,AB-04021301,05BN
2021,30203,Torxen Energy Ltd.,ABBT0132037,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,50.683034,-111.877332,AB-08030203,05CJ
2020,30204,Torxen Energy Ltd.,ABBT0110641,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.319166,-112.029351,AB-04021301,05BN
2018,30205,Torxen Energy Ltd.,Torxen Oil Battery 10-12-016-16W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.333652,-112.075116,AB-04021301,05BN
2018,30206,Torxen Energy Ltd.,Wayne Dalum Oil Battery 10-13-027-19W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,51.308776,-112.545149,AB-08030101,05CG
2021,30207,Torxen Energy Ltd.,ABBT0104876,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,50.654003,-112.067617,AB-08030203,05CJ
2018,30208,Torxen Energy Ltd.,Bantry Oil Battery 11-09-020-14W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.683003,-111.888732,AB-08030203,05CJ
2019,30209,Torxen Energy Ltd.,ABBT0146989,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.406538,-112.06349,AB-04021301,05BN
2021,30210,Torxen Energy Ltd.,ABBT0144586,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,50.872363,-112.12525,AB-08030202,05CJ
2021,30211,Torxen Energy Ltd.,ABBT0148434,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,50.712033,-111.686467,AB-08030203,05CJ
2021,30212,Torxen Energy Ltd.,ABBT0143864,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,50.599381,-112.050216,AB-08030203,05CJ
2021,30213,Torxen Energy Ltd.,ABBT0148713,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,50.628425,-112.165668,AB-08030203,05CJ
2018,30214,Torxen Energy Ltd.,Alderson East Oil Battery 14-27-015-13W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.2938,-111.714341,AB-04021302,05BN
2020,30215,Torxen Energy Ltd.,Wayne Dalum Oil MWB 14-32-026-18W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,51.26873,-112.484671,AB-08030101,05CG
2018,30216,Torxen Energy Ltd.,Countess Oil Battery 14-33-021-15W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.832166,-112.027169,AB-08030202,05CJ
2021,30217,Torxen Energy Ltd.,ABBT0099399,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,50.67222,-112.113792,AB-08030202,05CJ
2019,30218,Torxen Energy Ltd.,ABBT0132891,,,,AB,,Conventional Oil and Gas extraction,WGS84,50.33741,-111.731486,AB-04021302,05BN
2021,30219,Torxen Energy Ltd.,ABBT0131490,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,50.278993,-111.6171,AB-04021302,05BN
2021,30220,Torxen Energy Ltd.,Verger South Brooks Gas Gathering 16-20-021-14W,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,50.803028,-111.900295,AB-08030202,05CJ
2018,30221,NuVista Energy Ltd.,Elmworth Gas MWB 04-03-069-08W6,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.93964,-119.14164,AB-18020301,07GC
2019,30222,NuVista Energy Ltd.,Elmworth Gas MWB 06-13-068-07W6,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.8851,-118.93182,AB-18020502,07GE
2018,30223,NuVista Energy Ltd.,Harvest Comp Stn 14-14,,,,AB,,Conventional Oil and Gas extraction,WGS84,51.66164,-111.03545,AB-07010103,05GA
2018,30224,NuVista Energy Ltd.,Wapiti Gas MWB 03-33-065-06W6,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.66346,-118.8468,AB-18020502,07GE
2018,30225,NuVista Energy Ltd.,Wapiti Gas MWB 04-24-065-06W6,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.63436,-118.77757,AB-18020203,07GB
2019,30226,NuVista Energy Ltd.,Wapiti Gas MWB 09-21-065-06W6,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.6416,-118.83421,AB-18020203,07GB
2018,30227,NuVista Energy Ltd.,Wapiti Gas MWB 13-35-068-08W6,,,,AB,,Conventional Oil and Gas extraction,WGS84,54.93599,-119.11621,AB-18020502,07GE
2021,30384,Obsidian Energy Ltd.,Amoco Pembina BTY 11-25,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,53.259731,-114.894468,AB-11020101,05DE
2021,30385,Obsidian Energy Ltd.,Pembina Pem Unit #3 11-11,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,53.041393,-115.065245,AB-11020102,05DE
2021,30386,Obsidian Energy Ltd.,Cdnoxy Pembina 'H' Battery 6-22,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,53.32886,-115.235742,AB-17030101,07BA
2021,30387,Obsidian Energy Ltd.,Pembina Cardium Unit #31 8-15,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,53.1398,-115.36995,AB-17030101,07BA
2021,30388,Obsidian Energy Ltd.,Saskoil Willgr Unit #2 BTY 3 6-15,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,52.61586,-114.78429,AB-11020102,05DE
2019,30389,Obsidian Energy Ltd.,Bigoray Oil SWB 11-12-050-10W5,,,,AB,,Conventional Oil and Gas extraction,WGS84,53.30331,-115.33329,AB-17030101,07BA
2021,30390,Sinopec Canada,ABBT6850511,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,53.13964,-114.38248,AB-11020202,05DF
2021,30391,Sinopec Canada,ABBT6850570,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,53.10304,-114.20001,AB-11020202,05DF
2019,30392,Repsol Oil & Gas Canada Inc.,ABBT0113985,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.68134,-110.16979,AB-07010109,05GA
2019,30393,Repsol Oil & Gas Canada Inc.,ABBT0131973,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.31936,-110.90193,AB-09030201,05FD
2018,30394,Repsol Oil & Gas Canada Inc.,SKBT0014379,,,,SK,,Conventional Oil and Gas extraction,WGS84,52.36409,-109.53177,NA,05GB
2021,30395,Vesta Energy Ltd.,Joffre South Oil MWB 10-36-039-28W4,,,N/A,AB,,Conventional Oil and Gas extraction,WGS84,52.399531,-113.900316,AB-08010303,05CC
2020,30396,Vesta Energy Ltd.,Vesta Cygnet Oil MWB 11-09-038-28W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.254862,-113.947698,AB-08010301,05CC
2018,30397,Vesta Energy Ltd.,Vesta Mornside Oil MWB 06-29-040-27W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.468695,-113.858459,AB-09010102,05FA
2018,30398,Vesta Energy Ltd.,Vesta Mornside Oil MWB 10-15-041-27W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.530453,-113.804369,AB-09010102,05FA
2018,30399,Vesta Energy Ltd.,Vesta Mornside Oil SWB 06-06-041-27W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.497737,-113.882232,AB-08010303,05CC
2018,30400,Vesta Energy Ltd.,Vesta Oil MWB 13-20-038-28W4,,,,AB,,Conventional Oil and Gas extraction,WGS84,52.287962,-113.977531,AB-08010301,05CC
2021,30401,Crescent Point Energy Corp.,Bromhead Oil MWB 05-31,,,N/A,SK,,Conventional Oil and Gas extraction,WGS84,49.16461,-103.60637,NA,05NA
2021,30402,Crescent Point Energy Corp.,Bromhead Oil MWB 15-09,,,N/A,SK,,Conventional Oil and Gas extraction,WGS84,49.20049,-103.6964,NA,05NB
2021,30403,Crescent Point Energy Corp.,CPEC Oil SWB 01-04,,,N/A,SK,,Conventional Oil and Gas extraction,WGS84,49.70032,-108.65043,NA,05HD
2018,30404,Crescent Point Energy Corp.,Eastend Oil SWB 14-34,,,,SK,,Conventional Oil and Gas extraction,WGS84,49.52191,-108.48621,NA,05HD
