Facility_I,Owner_Name,System_Nam,City,Province__,Postal_Cod,Owner_Type,Operator_T,Average_Da,Method_of_,Descriptio,Chlorine_U,System_Typ,Treatment_,Other_Trea,Discharge_,Is_the_hyd,Reporting_,Averaging_,Latitude,Longitude,Verificati,Type_of_Po,Name_of_bo,Name_of_th,Descript_1,Descript_2,System_sta,PRV_WSHD_I,NHN_TWS_ID,Averaging_Period,Year_Most_Recent,Average_Daily_Effluent_Volume_m3,Total_volume_of_effluent_deposited_in_cubic_metres_m3_for_averaging_period_,Average_CBOD_mgL_for_averaging_period,CBOD_Compliance,Average_suspended_solids_mgL_for_averaging_period,Suspended_Solids_Compliance
25913,Town of Big River,Lagoon Big River,Big River,Saskatchewan,S0J 0E0,Municipal or another local authority,Municipal or another local authority,26,Other method of calculation based on measurements,Lagoon length x width x depth / 365 days per year,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,53.8459,-107.0413,Verified,Final Discharge Point,NA,NA,NA,NA,operational,NA,06AE,Annually,2021,314.8,57600,5.6,-19.4,7,-18
29588,Town of Birch Hills,Lagoon,Birch Hills,Saskatchewan,S0J0G0,Municipal or another local authority,Municipal or another local authority,516.4,Other method of calculation based on measurements,Used the capacity then subtracted what was left after draining in the fall.,No,Intermittent,"Lagoon - Facultative, Other Treatment",Add enzymes at lift station to aid in breakdown of sludge,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,52.9793,-105.471,Estimated,Final Discharge Point,South Saskatchewan River,South Saskatchewan River,Other,Estuary,operational,NA,05HH,Annually,2021,223.3,75894,13,-12,12.4,-12.6
25409,Town of Broadview,Broadview Wastewater,Broadview,Saskatchewan,S0G 0K0,Municipal or another local authority,Municipal or another local authority,192,Other method of calculation based on measurements,"Deteremined estimted discharge volumes, being 70,000m3,from Lagoon cell free board and divided by days in year 365",No,Intermittent,"Grit Removal, Lagoon - Facultative",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,50.3796,-102.5596,Estimated,Final Discharge Point,Ekapo Lake,Ekapo Lake,Other,Other,operational,NA,05JM,Annually,2021,127.6,42440.9,2,-23,14,-11
29431,Town of Canora,Canora sewage works,Canora,Saskatchewan,S0A 0L0,Municipal or another local authority,Municipal or another local authority,611.4,Estimate based on generally accepted engineering practices,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,51.6333,-102.447,Estimated,Final Discharge Point,NA,NA,NA,NA,operational,NA,05MB,Annually,2021,310.2,21960.6,13.4,-11.6,71,46
23517,Town of Carlyle,Waste Water Facility,Carlyle,Saskatchewan,S0C 0R0,Municipal or another local authority,Municipal or another local authority,650,Estimate based on the measured rate of influent flow,NA,No,Intermittent,"Primary Sedimentation/Clarification, Lagoons - Aerated, Lagoon - Aerobic, Other Treatment",Enzymes,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,49.6171,-102.277,Verified,Final Discharge Point,Moose Mountain Creek,Moose Mountain Creek,Sport fishing,Watercourse with bulk flow ratio >=10 and <=100,operational,NA,05ND,Annually,2021,407.4,138038,5.4,-19.6,16.5,-8.5
24230,Town of Carnduff,Wastewater System,Carnduff,Saskatchewan,S0C 0S0,Municipal or another local authority,Municipal or another local authority,480,Estimate based on the measured rate of influent flow,NA,Yes,Intermittent,"Lagoon - Aerobic, Lagoon - Anaerobic, Lagoon - Non-aerated, Storage Ponds, Other Treatment",Enzymes are put into the wastewater at the lift station,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,49.1851,-101.7719,Estimated,Final Discharge Point,Antler Creek,NA,Other,Other,operational,NA,05NF,Annually,2021,350.4,116418.1,13.6,-11.4,1,-24
24363,Town of Craik,Sewage Works,Craik,Saskatchewan,S0G 0V0,Municipal or another local authority,Municipal or another local authority,204,Estimate based on the measured rate of effluent flow,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,51.0533,-105.8094,Estimated,Final Discharge Point,Arm River,NA,Agriculture (e.g irrigation),Natural wetland,operational,NA,05JH,Annually,2021,202.2,74000,13.8,-11.2,26.5,1.5
27948,Town of Creighton,STP,Creighton,Saskatchewan,S0P 0A0,Municipal or another local authority,Municipal or another local authority,1430,Estimate based on the measured rate of effluent flow,NA,Yes,Continuous,"Grit Removal, Screening, Sequencing Batch Reactor",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,54.7405,-101.9053,Estimated,Final Discharge Point,NA,NA,NA,NA,operational,NA,05KG,Quarterly,2021,1759.3,116513.75,8.6,-16.4,11.325,-13.675
24340,Town of Cupar,Cupar Lagoon,Cupar,Saskatchewan,S0G 0Y0,Municipal or another local authority,Municipal or another local authority,99,Estimate based on the measured rate of influent flow,NA,No,Intermittent,"Primary Sedimentation/Clarification, Lagoon - Facultative",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,50.9416,-104.2595,Verified,Final Discharge Point,Loon Creek,Run way,Agriculture (e.g irrigation),Other,operational,NA,05JK,Annually,2021,0,0,0,-25,0,-25
24349,Town of Dalmeny,Town of Dalmeny,Dalmeny,Saskatchewan,S0K 1E0,Municipal or another local authority,Municipal or another local authority,554.1,Estimate based on the measured rate of effluent flow,NA,No,Continuous,"Lagoons - Aerated, Storage Ponds",NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Quarterly,Quarterly,52.3316,-106.8062,Estimated,Final Discharge Point,North Saskatchewan River,North Saskatchewan River,Other,Other,operational,NA,05HG,Quarterly,2021,0,0,0,-25,0,-25
24347,town of esterhazy,town of esterhazy,esterhazy,Saskatchewan,S0A0X0,Municipal or another local authority,Municipal or another local authority,900,Estimate based on generally accepted engineering practices,NA,No,Intermittent,"Screening, Lagoon - Aerobic, Lagoon - Facultative, Lagoon - Non-aerated, Storage Ponds, Other Treatment",digester,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,50.6445,-102.0642,Estimated,Final Discharge Point,NA,NA,NA,NA,operational,NA,05JM,Annually,2021,441.1,147624.8,20.8,-4.2,142,117
24018,Town of Gravelbourg,Effluent Lagoon,Gravelbourg,Saskatchewan,S0H 1X0,Municipal or another local authority,Municipal or another local authority,853,Estimate based on the measured rate of influent flow,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,49.8819,-106.5346,Verified,Final Discharge Point,Wood River,Wood River,Other,Watercourse with bulk flow ratio > 100,operational,NA,05JA,Annually,2021,385,114064.3,31.2,-3.8,377,249
36816,Town of Hanley,Town of Hanley Lagoon,Hanley,Saskatchewan,S0G 2E0,Municipal or another local authority,Municipal or another local authority,106.7,Other method of calculation based on measurements,"Estimate based on estimated influent flow. Averaged annual consumption of water usage (using winter months). Oct. 1/17 thru Mar.31/18 = 18,513.69m3 x2 to get 12 months = 37,027.38m3/365 days = 101.44m3/day. Also calculated Oct. 1/16 thru Mar.31/17 with r",No,Intermittent,No treatment,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Annually,Annually,51.6164,-106.4363,Verified,Final Discharge Point,No fish at this point. This is the discharge point at the lagoon,Drainage Channel,Other,NA,operational,NA,05HG,Annually,2021,4.7,10212,0,-25,21,-4
28012,Town of Hudson Bay,Hudson Bay Sewer Lagoon,Hudson Bay,Saskatchewan,S0E 0Y0,Municipal or another local authority,Municipal or another local authority,1030.9,Estimate based on generally accepted engineering practices,NA,No,Intermittent,"Lagoon - Facultative, Storage Ponds",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,52.834,-102.4209,Estimated,Final Discharge Point,NA,NA,Other,Other,operational,NA,05LB,Annually,2021,937.8,343048,3.9,-21.1,4.5,-20.5
24272,Town of Imperial,Imperial waste water lagoon,Imperial,Saskatchewan,S0G 2J0,Municipal or another local authority,Municipal or another local authority,134.6,Estimate based on generally accepted engineering practices,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,51.3522,-105.4513,Estimated,Final Discharge Point,Lewis Creek,Lewis Creek,Other,Other,operational,NA,05JH,Annually,2021,0,14686.3,2.2,-22.8,4,-21
56771,Town of Indian Head,Town of Indian Head Lagoon,Indian Head,Saskatchewan,S0G 2K0,Municipal or another local authority,Municipal or another local authority,4875,Estimate based on generally accepted engineering practices,NA,No,Intermittent,Lagoon Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Annually,Yearly,50.5547,-103.6355,Verified,Final Discharge Point,Indian Head Creek,Indian Head Creek,Other,Watercourse with bulk flow ratio < 10,operational,NA,05JL,Annually,2021,573.8,114750,5.2,-19.8,19.8,-5.2
28131,Town of Kamsack,Wastewater Lagoons,Kamsack,Saskatchewan,S0A 1S0,Municipal or another local authority,Municipal or another local authority,1213,Other method of calculation based on measurements,"Determined the mean combined averages of measured daily reverse osmosis wastewater effluent plus measured municipal sewage effluent from water plant and sewage lift station, respectively over 3 years. Adjusted this influent to the lagoons for annual net",No,Intermittent,"Primary Sedimentation/Clarification, Lagoon - Facultative",NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,51.5452,-101.9127,Verified,Final Discharge Point,NA,NA,NA,NA,operational,NA,05MD,Annually,2021,764.1,319600,2,-23,5,-20
28923,Town of Kinistino,Lagoon 1,Kinistino,Saskatchewan,S0J 1H0,Municipal or another local authority,Municipal or another local authority,112.5,Other method of calculation based on measurements,Average based on the measured discharged amounts from April 2015 to April 2016,No,Intermittent,"Lagoon - Aerobic, Lagoon - Facultative",NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,52.9504,-105.0109,Verified,Final Discharge Point,NA,NA,NA,NA,operational,NA,05KA,Annually,2021,202.9,40275,19,-6,0,-25
26890,Town of La Ronge,"Sewage Treatment Plant, La Ronge, SK",La Ronge,Saskatchewan,S0J 1L0,Municipal or another local authority,Municipal or another local authority,2000,Estimate based on the measured rate of effluent flow,NA,No,Continuous,"Skimming, Activated Sludge, Extended Aeration Activated Sludge, Biological Ammonia Removal – Nitrification Only , Biological Nitrogen Removal - Nitrification and Denitrification, Biological Phosphorus Removal, Biological Nutrient Removal (Nitrogen and",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,No,Quarterly,Quarterly,55.052,-105.2978,Estimated,Final Discharge Point,McGibbon Bay,Muskeg Southwest of McGibbon Bay,Other recreational (e.g. boating),Enclosed bay,operational,NA,06CB,Quarterly,2021,1860.1,196739.75,24.725,-0.275,36.2,11.2
25352,Town of Lafleche,Town of Lafleche Lagoon,Lafleche,Saskatchewan,S0H 2K0,Municipal or another local authority,Municipal or another local authority,300,Estimate based on generally accepted engineering practices,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,49.7153,-106.5777,Verified,Final Discharge Point,Thomspn Lake,Lake,Other,Other,operational,NA,05JA,Annually,2021,0,0,0,-25,0,-25
23831,Town of Langenburg,Town of Langenburg lagoon,Langenburg,Saskatchewan,S0A 2A0,Municipal or another local authority,Municipal or another local authority,284,Other method of calculation based on measurements,average daily water plant effluent,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,50.8401,-101.6786,Estimated,Final Discharge Point,NA,NA,NA,NA,operational,NA,05ME,Annually,2021,289,170253,1,-24,40,15
59860,Town of Langham,New Lagoon 2019,LANGHAM,Saskatchewan,S0K 2L0,Municipal or another local authority,Municipal or another local authority,432.9,Estimate based on generally accepted engineering practices,Change in freeboard level,No,Intermittent,Lagoon Facultative,NA,Effluent is deposited to water frequented by fish via the final discharge point,No,Annually,Yearly,52.3826,-106.9818,NA,Final Discharge Point,NA,NA,Other,Other,operational,NA,05GD,Annually,2021,0,0,0,-25,0,-25
24321,Town of Langham,Town of Langham,Langham,Saskatchewan,S0K2L0,Municipal or another local authority,Municipal or another local authority,432.9,Other method of calculation based on measurements,Caluculated by change in freeboard level.,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish via the final discharge point,Non-applicable,Annually,Annually,52.3604,-106.9832,Verified,Final Discharge Point,NA,NA,NA,NA,operational,NA,05GD,Annually,2021,0,0,0,-41,0,-25
23526,Town of Lanigan,Lanigan Sewage Lagoon,Lanigan,Saskatchewan,S0K2M0,Municipal or another local authority,Municipal or another local authority,616,Estimate based on generally accepted engineering practices,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,51.8159,-105.0411,Verified,Final Discharge Point,NA,NA,NA,NA,operational,NA,05JJ,Annually,2021,631.6,0,0,-25,0,-25
23802,Town of Lemberg,Town Of Lemberg,Lemberg,Saskatchewan,S0A 2B0,Municipal or another local authority,Municipal or another local authority,109,Estimate based on generally accepted engineering practices,NA,No,Intermittent,Lagoon - Facultative,NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,50.7309,-103.2202,Estimated,Final Discharge Point,NA,NA,Other recreational (e.g. boating),Other,operational,NA,05JL,Annually,2021,55.3,0,0,-25,0,-25
28899,Town of Lumsden,Lumsden Wastewater System,Lumsden,Saskatchewan,S0G 3C0,Municipal or another local authority,Municipal or another local authority,792.9,Estimate based on the measured rate of influent flow,NA,No,Intermittent,"Lagoons - Aerated, Lagoon - Facultative",NA,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,Non-applicable,Annually,Annually,50.6371,-104.8597,Estimated,Final Discharge Point,Qu'Appelle River,Qu'Appelle River,Agriculture (e.g irrigation),Other,operational,NA,05JF,Annually,2021,348.3,61909.6,7.7,-17.3,7,-18
